Datum;Uhrzeit;Autobahn;Richtung_Start;Richtung_Ende;Streckenabschnitt_Start;Streckenabschnitt_Ende;Art;Laenge;Beschreibung
2011-01-04;14:00:00;A565;Meckenheim;Bonn;Bonn-Poppelsdorf;Bonn-Tannenbusch;Stau;2;Baustelle
2011-01-04;14:00:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;Stau;7;Baustelle
2011-01-04;14:06:00;A1;Euskirchen;Köln;Köln-Lövenich;Köln-Bocklemünd;Stau;1;Baustelle
2011-01-04;14:06:00;A1;Köln;Euskirchen;Köln-Bocklemünd;Köln-Lövenich;stockender Verkehr;3;Baustelle
2011-01-04;14:06:00;A565;Meckenheim;Bonn;Bonn-Poppelsdorf;Bonn-Tannenbusch;Stau;2;Baustelle
2011-01-04;14:06:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;Stau;7;Baustelle
2011-01-04;14:12:00;A1;Dortmund;Osnabrück;Kreuz Münster-Süd;Münster-Nord;Gefahr;NULL;Gefahr durch Personen auf der Fahrbahn
2011-01-04;14:12:00;A1;Euskirchen;Köln;Köln-Lövenich;Köln-Bocklemünd;Stau;1;Baustelle
2011-01-04;14:12:00;A1;Köln;Euskirchen;Köln-Bocklemünd;Köln-Lövenich;stockender Verkehr;3;Baustelle
2011-01-04;14:12:00;A565;Meckenheim;Bonn;Bonn-Poppelsdorf;Bonn-Tannenbusch;Stau;2;Baustelle
2011-01-04;14:12:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;Stau;7;Baustelle
2011-01-04;14:18:00;A1;Euskirchen;Köln;Köln-Lövenich;Köln-Bocklemünd;Stau;1;Baustelle
2011-01-04;14:18:00;A1;Köln;Euskirchen;Köln-Bocklemünd;Köln-Lövenich;stockender Verkehr;3;Baustelle
2011-01-04;14:18:00;A565;Meckenheim;Bonn;Bonn-Poppelsdorf;Bonn-Tannenbusch;Stau;2;Baustelle
2011-01-04;14:18:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;Stau;7;Baustelle
2011-01-04;14:24:00;A1;Euskirchen;Köln;Köln-Lövenich;Köln-Bocklemünd;Stau;1;Baustelle
2011-01-04;14:24:00;A1;Köln;Euskirchen;Köln-Bocklemünd;Köln-Lövenich;stockender Verkehr;3;Baustelle
2011-01-04;14:24:00;A565;Meckenheim;Bonn;Bonn-Poppelsdorf;Bonn-Tannenbusch;Stau;2;Baustelle
2011-01-04;14:24:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;Stau;7;Baustelle
2011-01-04;14:30:00;A1;Euskirchen;Köln;Köln-Lövenich;Köln-Bocklemünd;Stau;1;Baustelle
2011-01-04;14:30:00;A565;Meckenheim;Bonn;Bonn-Poppelsdorf;Bonn-Tannenbusch;Stau;2;Baustelle
2011-01-04;14:30:00;A1;Köln;Euskirchen;Köln-Bocklemünd;Köln-Lövenich;stockender Verkehr;2;Baustelle
2011-01-04;14:30:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;Stau;7;Baustelle
2011-01-04;14:36:00;A1;Münster;Köln;Kreuz Dortmund/Unna;Schwerte;Stau;3;Unfall
2011-01-04;14:36:00;A1;Euskirchen;Köln;Köln-Lövenich;Köln-Bocklemünd;Stau;1;Baustelle
2011-01-04;14:36:00;A565;Meckenheim;Bonn;Bonn-Poppelsdorf;Bonn-Tannenbusch;Stau;2;Baustelle
2011-01-04;14:36:00;A1;Köln;Euskirchen;Köln-Bocklemünd;Köln-Lövenich;stockender Verkehr;2;Baustelle
2011-01-04;14:36:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;Stau;7;Baustelle
2011-01-04;14:42:00;A1;Münster;Köln;Kreuz Dortmund/Unna;Schwerte;Stau;3;Unfall
2011-01-04;14:42:00;A1;Euskirchen;Köln;Köln-Lövenich;Köln-Bocklemünd;Stau;1;Baustelle
2011-01-04;14:42:00;A565;Meckenheim;Bonn;Bonn-Poppelsdorf;Bonn-Tannenbusch;Stau;2;Baustelle
2011-01-04;14:42:00;A1;Köln;Euskirchen;Köln-Bocklemünd;Köln-Lövenich;stockender Verkehr;2;Baustelle
2011-01-04;14:42:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;Stau;7;Baustelle
2011-01-04;14:48:00;A1;Münster;Köln;Kreuz Dortmund/Unna;Schwerte;Stau;3;Unfall
2011-01-04;14:48:00;A1;Euskirchen;Köln;Köln-Lövenich;Köln-Bocklemünd;Stau;1;Baustelle
2011-01-04;14:48:00;A565;Meckenheim;Bonn;Bonn-Poppelsdorf;Bonn-Tannenbusch;Stau;2;Baustelle
2011-01-04;14:48:00;A1;Köln;Euskirchen;Köln-Bocklemünd;Köln-Lövenich;stockender Verkehr;2;Baustelle
2011-01-04;14:48:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;Stau;7;Baustelle
2011-01-04;14:48:00;A59;Bonn;Köln;Flughafen;Dreieck Köln-Porz;Gefahr;NULL;Gefahr durch eine ungesicherte Unfallstelle.
2011-01-04;14:54:00;A1;Münster;Köln;Kreuz Dortmund/Unna;Schwerte;Stau;3;Unfall
2011-01-04;14:54:00;A1;Euskirchen;Köln;Köln-Lövenich;Köln-Bocklemünd;Stau;1;Baustelle
2011-01-04;14:54:00;A565;Meckenheim;Bonn;Bonn-Poppelsdorf;Bonn-Tannenbusch;Stau;2;Baustelle
2011-01-04;14:54:00;A1;Köln;Euskirchen;Köln-Bocklemünd;Köln-Lövenich;stockender Verkehr;2;Baustelle
2011-01-04;14:54:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;Stau;7;Baustelle
2011-01-04;14:54:00;A59;Bonn;Köln;Flughafen;Dreieck Köln-Porz;Gefahr;NULL;Gefahr durch eine ungesicherte Unfallstelle.
2011-01-04;15:00:00;A1;Münster;Köln;Kreuz Dortmund/Unna;Schwerte;Stau;3;Unfall
2011-01-04;15:00:00;A1;Euskirchen;Köln;Köln-Lövenich;Köln-Bocklemünd;Stau;1;Baustelle
2011-01-04;15:00:00;A565;Meckenheim;Bonn;Bonn-Poppelsdorf;Bonn-Tannenbusch;Stau;2;Baustelle
2011-01-04;15:00:00;A1;Köln;Euskirchen;Köln-Bocklemünd;Köln-Lövenich;stockender Verkehr;2;Baustelle
2011-01-04;15:00:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;Stau;7;Baustelle
2011-01-04;15:00:00;A59;Bonn;Köln;Flughafen;Dreieck Köln-Porz;Gefahr;NULL;Gefahr durch eine ungesicherte Unfallstelle.
2011-01-04;15:06:00;A1;Münster;Köln;Kreuz Dortmund/Unna;Schwerte;Stau;3;Unfall
2011-01-04;15:06:00;A565;Meckenheim;Bonn;Bonn-Poppelsdorf;Bonn-Tannenbusch;Stau;2;Baustelle
2011-01-04;15:06:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;Stau;7;Baustelle
2011-01-04;15:06:00;A1;Köln;Euskirchen;Kreuz Köln-Nord;Köln-Bocklemünd;Gefahr;NULL;Gefahr durch ein defektes Fahrzeug auf der linken Fahrbahn.
2011-01-04;15:12:00;A1;Münster;Köln;Kreuz Dortmund/Unna;Schwerte;Stau;2;Unfall
2011-01-04;15:12:00;A565;Meckenheim;Bonn;Bonn-Poppelsdorf;Bonn-Tannenbusch;Stau;2;Baustelle
2011-01-04;15:12:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;Stau;7;Baustelle
2011-01-04;15:12:00;A1;Köln;Euskirchen;Kreuz Köln-Nord;Köln-Bocklemünd;Gefahr;NULL;Gefahr durch ein defektes Fahrzeug auf der linken Fahrbahn.
2011-01-04;15:18:00;A1;Münster;Köln;Kreuz Dortmund/Unna;Schwerte;Stau;3;Unfall
2011-01-04;15:18:00;A2;Hannover;Dortmund;Bönen;Kamener Kreuz;Stau;1;Baustelle
2011-01-04;15:18:00;A565;Meckenheim;Bonn;Bonn-Poppelsdorf;Bonn-Tannenbusch;Stau;2;Baustelle
2011-01-04;15:18:00;A3;Oberhausen;Köln;Leverkusen-Opladen;Köln-Dellbrück;Stau;8;Baustelle
2011-01-04;15:18:00;A1;Köln;Euskirchen;Kreuz Köln-Nord;Köln-Bocklemünd;Gefahr;NULL;Gefahr durch ein defektes Fahrzeug auf der linken Fahrbahn.
2011-01-04;15:24:00;A1;Münster;Köln;Kreuz Dortmund/Unna;Schwerte;Stau;3;Unfall
2011-01-04;15:24:00;A2;Hannover;Dortmund;Bönen;Kamener Kreuz;Stau;1;Baustelle
2011-01-04;15:24:00;A1;Köln;Euskirchen;Kreuz Köln-Nord;Köln-Lövenich;Stau;2;Baustelle
2011-01-04;15:24:00;A565;Meckenheim;Bonn;Bonn-Poppelsdorf;Bonn-Tannenbusch;Stau;2;Baustelle
2011-01-04;15:24:00;A3;Oberhausen;Köln;Leverkusen-Opladen;Köln-Dellbrück;Stau;8;Baustelle
2011-01-04;15:24:00;A3;Oberhausen;Köln;Kreuz Hilden;Raststätte Ohligser Heide;Gefahr;NULL;Gefahr durch eine ungesicherte Unfallstelle.
2011-01-04;15:24:00;A2;Dortmund;Hannover;Bielefeld-Sennestadt;Bielefeld-Zentrum;Gefahr;NULL;Gefahr durch Reifenteile auf der Fahrbahn.
2011-01-04;15:30:00;A1;Münster;Köln;Kreuz Dortmund/Unna;Schwerte;Stau;3;Unfall
2011-01-04;15:30:00;A2;Hannover;Dortmund;Bönen;Kamener Kreuz;Stau;1;Baustelle
2011-01-04;15:30:00;A1;Köln;Euskirchen;Kreuz Köln-Nord;Köln-Lövenich;Stau;2;Baustelle
2011-01-04;15:30:00;A565;Meckenheim;Bonn;Bonn-Poppelsdorf;Bonn-Tannenbusch;Stau;2;Baustelle
2011-01-04;15:30:00;A3;Oberhausen;Köln;Leverkusen-Opladen;Köln-Dellbrück;Stau;8;Baustelle
2011-01-04;15:30:00;A3;Oberhausen;Köln;Kreuz Hilden;Raststätte Ohligser Heide;Gefahr;NULL;Gefahr durch eine ungesicherte Unfallstelle.
2011-01-04;15:30:00;A2;Dortmund;Hannover;Bielefeld-Sennestadt;Bielefeld-Zentrum;Gefahr;NULL;Gefahr durch Reifenteile auf der Fahrbahn.
2011-01-04;15:36:00;A1;Münster;Köln;Kreuz Dortmund/Unna;Schwerte;Stau;3;Unfall
2011-01-04;15:36:00;A1;Köln;Euskirchen;Kreuz Köln-Nord;Köln-Lövenich;Stau;2;Baustelle
2011-01-04;15:36:00;A565;Meckenheim;Bonn;Bonn-Poppelsdorf;Bonn-Tannenbusch;Stau;2;Baustelle
2011-01-04;15:36:00;A2;Hannover;Dortmund;Hamm;Kamener Kreuz;stockender Verkehr;5;Baustelle
2011-01-04;15:36:00;A3;Oberhausen;Köln;Leverkusen-Opladen;Köln-Dellbrück;Stau;8;Baustelle
2011-01-04;15:36:00;A3;Oberhausen;Köln;Kreuz Hilden;Raststätte Ohligser Heide;Gefahr;NULL;Gefahr durch eine ungesicherte Unfallstelle.
2011-01-04;15:36:00;A1;Köln;Dortmund;Burscheid;Wermelskirchen;Gefahr;NULL;Gefahr durch Gegenstände auf der Fahrbahn.
2011-01-04;15:36:00;A2;Dortmund;Hannover;Bielefeld-Sennestadt;Bielefeld-Zentrum;Gefahr;NULL;Gefahr durch Reifenteile auf der Fahrbahn.
2011-01-04;15:42:00;A1;Münster;Köln;Kreuz Dortmund/Unna;Schwerte;Stau;3;Unfall
2011-01-04;15:42:00;A1;Köln;Euskirchen;Kreuz Köln-Nord;Köln-Lövenich;Stau;3;Baustelle
2011-01-04;15:42:00;A2;Hannover;Dortmund;Hamm;Kamener Kreuz;stockender Verkehr;5;Baustelle
2011-01-04;15:42:00;A3;Oberhausen;Köln;Leverkusen-Opladen;Köln-Dellbrück;Stau;8;Baustelle
2011-01-04;15:42:00;A1;Köln;Dortmund;Burscheid;Wermelskirchen;Gefahr;NULL;Gefahr durch Gegenstände auf der Fahrbahn.
2011-01-04;15:48:00;A1;Münster;Köln;Kreuz Dortmund/Unna;Schwerte;Stau;3;Unfall
2011-01-04;15:48:00;A1;Köln;Euskirchen;Kreuz Köln-Nord;Köln-Lövenich;Stau;2;Baustelle
2011-01-04;15:48:00;A2;Hannover;Dortmund;Hamm;Kamener Kreuz;stockender Verkehr;5;Baustelle
2011-01-04;15:48:00;A3;Oberhausen;Köln;Leverkusen-Opladen;Köln-Dellbrück;Stau;8;Baustelle
2011-01-04;15:48:00;A1;Köln;Dortmund;Burscheid;Wermelskirchen;Gefahr;NULL;Gefahr durch Gegenstände auf der Fahrbahn.
2011-01-04;15:54:00;A1;Münster;Köln;Kreuz Dortmund/Unna;Schwerte;Stau;3;Unfall
2011-01-04;15:54:00;A1;Köln;Euskirchen;Kreuz Köln-Nord;Köln-Lövenich;stockender Verkehr;4;Baustelle
2011-01-04;15:54:00;A2;Hannover;Dortmund;Hamm;Kamener Kreuz;stockender Verkehr;5;Baustelle
2011-01-04;15:54:00;A3;Oberhausen;Köln;Leverkusen-Opladen;Köln-Dellbrück;Stau;8;Baustelle
2011-01-04;15:54:00;A1;Köln;Dortmund;Burscheid;Wermelskirchen;Gefahr;NULL;Gefahr durch Gegenstände auf der Fahrbahn.
2011-01-04;16:00:00;A1;Münster;Köln;Kreuz Dortmund/Unna;Schwerte;Stau;3;Unfall
2011-01-04;16:00:00;A1;Köln;Euskirchen;Kreuz Köln-Nord;Köln-Lövenich;stockender Verkehr;4;Baustelle
2011-01-04;16:00:00;A2;Hannover;Dortmund;Hamm;Kamener Kreuz;stockender Verkehr;5;Baustelle
2011-01-04;16:00:00;A3;Oberhausen;Köln;Leverkusen-Opladen;Köln-Dellbrück;Stau;8;Baustelle
2011-01-04;16:00:00;A1;Köln;Dortmund;Burscheid;Wermelskirchen;Gefahr;NULL;Gefahr durch Gegenstände auf der Fahrbahn.
2011-01-04;16:00:00;A44;Dortmund;Kassel;Marsberg;Diemelstadt;Gefahr;NULL;Gefahr durch Fahrzeugteile auf der Fahrbahn.
2011-01-04;16:06:00;A1;Köln;Dortmund;Burscheid;Wermelskirchen;Stau;3;Unfall
2011-01-04;16:06:00;A1;Münster;Köln;Kreuz Dortmund/Unna;Schwerte;Stau;3;Unfall
2011-01-04;16:06:00;A2;Hannover;Dortmund;Hamm;Kamener Kreuz;stockender Verkehr;5;Baustelle
2011-01-04;16:06:00;A1;Dortmund;Euskirchen;Köln-Niehl;Köln-Lövenich;Stau;4;Baustelle
2011-01-04;16:06:00;A3;Oberhausen;Köln;Leverkusen-Opladen;Köln-Dellbrück;Stau;8;Baustelle
2011-01-04;16:06:00;A44;Dortmund;Kassel;Marsberg;Diemelstadt;Gefahr;NULL;Gefahr durch Fahrzeugteile auf der Fahrbahn.
2011-01-04;16:12:00;A1;Münster;Köln;Kreuz Dortmund/Unna;Schwerte;Stau;3;Unfall
2011-01-04;16:12:00;A1;Köln;Dortmund;Burscheid;Wermelskirchen;stockender Verkehr;3;Unfall
2011-01-04;16:12:00;A1;Dortmund;Euskirchen;Köln-Niehl;Köln-Lövenich;stockender Verkehr;4;Baustelle
2011-01-04;16:12:00;A2;Hannover;Dortmund;Hamm;Bönen;stockender Verkehr;6;Baustelle
2011-01-04;16:12:00;A3;Oberhausen;Köln;Leverkusen-Opladen;Köln-Dellbrück;Stau;8;Baustelle
2011-01-04;16:18:00;A1;Köln;Dortmund;Burscheid;Wermelskirchen;stockender Verkehr;3;Unfall
2011-01-04;16:18:00;A2;Hannover;Dortmund;Hamm;Bönen;stockender Verkehr;6;Baustelle
2011-01-04;16:18:00;A1;Dortmund;Euskirchen;Köln-Niehl;Köln-Lövenich;stockender Verkehr;6;Baustelle
2011-01-04;16:18:00;A3;Oberhausen;Köln;Leverkusen-Opladen;Köln-Dellbrück;Stau;8;Baustelle
2011-01-04;16:24:00;A1;Köln;Dortmund;Burscheid;Wermelskirchen;stockender Verkehr;3;Unfall
2011-01-04;16:24:00;A2;Hannover;Dortmund;Hamm;Bönen;stockender Verkehr;6;Baustelle
2011-01-04;16:24:00;A1;Dortmund;Euskirchen;Köln-Niehl;Köln-Lövenich;Stau;6;Baustelle
2011-01-04;16:24:00;A3;Oberhausen;Köln;Leverkusen-Opladen;Köln-Dellbrück;Stau;8;Baustelle
2011-01-04;16:24:00;A1;Osnabrück;Dortmund;Münster-Nord;Kreuz Münster-Süd;Stau;2;Dort ist der rechte Fahrstreifen blockiert.
2011-01-04;16:30:00;A1;Köln;Dortmund;Burscheid;Wermelskirchen;stockender Verkehr;3;Unfall
2011-01-04;16:30:00;A2;Hannover;Dortmund;Hamm;Bönen;stockender Verkehr;6;Baustelle
2011-01-04;16:30:00;A1;Dortmund;Euskirchen;Köln-Niehl;Köln-Lövenich;Stau;6;Baustelle
2011-01-04;16:30:00;A3;Oberhausen;Köln;Leverkusen-Opladen;Köln-Dellbrück;Stau;8;Baustelle
2011-01-04;16:30:00;A1;Osnabrück;Dortmund;Münster-Nord;Kreuz Münster-Süd;Stau;2;Dort ist der rechte Fahrstreifen blockiert.
2011-01-04;16:36:00;A1;Köln;Dortmund;Burscheid;Wermelskirchen;stockender Verkehr;3;Unfall
2011-01-04;16:36:00;A4;Aachen;Köln;Aachen-Zentrum;Kreuz Aachen;Stau;1;Baustelle
2011-01-04;16:36:00;A2;Hannover;Dortmund;Hamm;Bönen;stockender Verkehr;6;Baustelle
2011-01-04;16:36:00;A1;Dortmund;Euskirchen;Köln-Niehl;Köln-Lövenich;Stau;6;Baustelle
2011-01-04;16:36:00;A3;Oberhausen;Köln;Leverkusen-Opladen;Köln-Dellbrück;Stau;8;Baustelle
2011-01-04;16:36:00;A1;Osnabrück;Dortmund;Münster-Nord;Kreuz Münster-Süd;Stau;2;Dort ist der rechte Fahrstreifen blockiert.
2011-01-04;16:36:00;A1;Dortmund;Köln;Burscheid;Kreuz Leverkusen;Gefahr;NULL;Gefahr durch ein Kunststoffteil auf der Fahrbahn.
2011-01-04;16:42:00;A1;Köln;Dortmund;Burscheid;Wermelskirchen;stockender Verkehr;3;Unfall
2011-01-04;16:42:00;A4;Aachen;Köln;Aachen-Zentrum;Kreuz Aachen;Stau;1;Baustelle
2011-01-04;16:42:00;A2;Hannover;Dortmund;Hamm;Bönen;stockender Verkehr;6;Baustelle
2011-01-04;16:42:00;A1;Dortmund;Euskirchen;Köln-Niehl;Köln-Lövenich;Stau;6;Baustelle
2011-01-04;16:42:00;A3;Oberhausen;Köln;Leverkusen-Opladen;Köln-Dellbrück;Stau;8;Baustelle
2011-01-04;16:42:00;A1;Osnabrück;Dortmund;Münster-Nord;Kreuz Münster-Süd;Stau;2;Dort ist der rechte Fahrstreifen blockiert.
2011-01-04;16:42:00;A1;Dortmund;Köln;Burscheid;Kreuz Leverkusen;Gefahr;NULL;Gefahr durch ein Kunststoffteil auf der Fahrbahn.
2011-01-04;16:48:00;A1;Köln;Dortmund;Burscheid;Wermelskirchen;stockender Verkehr;3;Unfall
2011-01-04;16:48:00;A4;Aachen;Köln;Aachen-Zentrum;Kreuz Aachen;Stau;2;Baustelle
2011-01-04;16:48:00;A2;Hannover;Dortmund;Hamm;Bönen;stockender Verkehr;6;Baustelle
2011-01-04;16:48:00;A1;Dortmund;Euskirchen;Köln-Niehl;Köln-Bocklemünd;Stau;6;Baustelle
2011-01-04;16:48:00;A3;Oberhausen;Köln;Leverkusen-Opladen;Köln-Dellbrück;Stau;8;Baustelle
2011-01-04;16:48:00;A1;Osnabrück;Dortmund;Münster-Nord;Kreuz Münster-Süd;Stau;2;Dort ist der rechte Fahrstreifen gesperrt.
2011-01-04;16:48:00;A1;Dortmund;Köln;Burscheid;Kreuz Leverkusen;Gefahr;NULL;Gefahr durch ein Kunststoffteil auf der Fahrbahn.
2011-01-04;16:54:00;A1;Köln;Dortmund;Burscheid;Wermelskirchen;stockender Verkehr;3;Unfall
2011-01-04;16:54:00;A4;Aachen;Köln;Aachen-Zentrum;Kreuz Aachen;Stau;2;Baustelle
2011-01-04;16:54:00;A2;Hannover;Dortmund;Hamm;Bönen;stockender Verkehr;6;Baustelle
2011-01-04;16:54:00;A1;Dortmund;Euskirchen;Köln-Niehl;Köln-Bocklemünd;Stau;6;Baustelle
2011-01-04;16:54:00;A3;Oberhausen;Köln;Leverkusen-Opladen;Köln-Dellbrück;Stau;8;Baustelle
2011-01-04;16:54:00;A1;Osnabrück;Dortmund;Münster-Nord;Kreuz Münster-Süd;Stau;2;Dort ist der rechte Fahrstreifen gesperrt.
2011-01-04;16:54:00;A1;Dortmund;Köln;Burscheid;Kreuz Leverkusen;Gefahr;NULL;Gefahr durch ein Kunststoffteil auf der Fahrbahn.
2011-01-04;17:00:00;A1;KÃ¶ln;Dortmund;Burscheid;Wermelskirchen;Stau;7;Unfall
2011-01-04;17:00:00;A52;Mönchengladbach;Düsseldorf;Kreuz Neersen;Schiefbahn;Gefahr;NULL;Gefahr durch Personen auf der Fahrbahn
2011-01-04;17:00:00;A2;Hannover;Dortmund;Hamm-Uentrop;Bönen;Stau;6;Baustelle
2011-01-04;17:00:00;A1;Dortmund;Euskirchen;Köln-Niehl;Köln-Bocklemünd;Stau;6;Baustelle
2011-01-04;17:00:00;A3;Oberhausen;Köln;Leverkusen-Opladen;Köln-Dellbrück;Stau;8;Baustelle
2011-01-04;17:00:00;A1;Osnabrück;Dortmund;Münster-Nord;Kreuz Münster-Süd;Stau;2;Dort ist der rechte Fahrstreifen gesperrt.
2011-01-04;17:06:00;A1;KÃ¶ln;Dortmund;Burscheid;Wermelskirchen;Stau;7;Unfall
2011-01-04;17:06:00;A2;Hannover;Dortmund;Hamm-Uentrop;Bönen;Stau;6;Baustelle
2011-01-04;17:06:00;A1;Dortmund;Euskirchen;Köln-Niehl;Köln-Bocklemünd;Stau;6;Baustelle
2011-01-04;17:06:00;A3;Oberhausen;Köln;Leverkusen-Opladen;Köln-Dellbrück;Stau;8;Baustelle
2011-01-04;17:06:00;A1;Osnabrück;Dortmund;Münster-Nord;Kreuz Münster-Süd;Stau;2;Dort ist der rechte Fahrstreifen gesperrt.
2011-01-04;17:12:00;A1;KÃ¶ln;Dortmund;Burscheid;Wermelskirchen;Stau;7;Unfall
2011-01-04;17:12:00;A3;Oberhausen;Köln;Leverkusen-Opladen;Köln-Dellbrück;stockender Verkehr;6;Baustelle
2011-01-04;17:12:00;A2;Hannover;Dortmund;Hamm-Uentrop;Bönen;Stau;6;Baustelle
2011-01-04;17:12:00;A1;Dortmund;Euskirchen;Köln-Niehl;Köln-Bocklemünd;Stau;6;Baustelle
2011-01-04;17:12:00;A1;Osnabrück;Dortmund;Münster-Nord;Kreuz Münster-Süd;Stau;2;Dort ist der rechte Fahrstreifen gesperrt.
2011-01-04;17:18:00;A1;KÃ¶ln;Dortmund;Burscheid;Wermelskirchen;Stau;7;Unfall
2011-01-04;17:18:00;A1;Dortmund;Euskirchen;Köln-Niehl;Köln-Lövenich;Stau;4;Baustelle
2011-01-04;17:18:00;A3;Oberhausen;Köln;Leverkusen-Opladen;Köln-Dellbrück;stockender Verkehr;6;Baustelle
2011-01-04;17:18:00;A2;Hannover;Dortmund;Hamm-Uentrop;Bönen;Stau;8;Baustelle
2011-01-04;17:18:00;A1;Osnabrück;Dortmund;Münster-Nord;Kreuz Münster-Süd;Stau;2;Dort ist der rechte Fahrstreifen gesperrt.
2011-01-04;17:24:00;A1;KÃ¶ln;Dortmund;Burscheid;Wermelskirchen;Stau;7;Unfall
2011-01-04;17:24:00;A1;Dortmund;Euskirchen;Köln-Niehl;Köln-Lövenich;Stau;4;Baustelle
2011-01-04;17:24:00;A3;Oberhausen;Köln;Leverkusen-Opladen;Köln-Dellbrück;stockender Verkehr;6;Baustelle
2011-01-04;17:24:00;A2;Hannover;Dortmund;Hamm-Uentrop;Bönen;Stau;8;Baustelle
2011-01-04;17:24:00;A1;Osnabrück;Dortmund;Münster-Nord;Kreuz Münster-Süd;Stau;2;Dort ist der rechte Fahrstreifen gesperrt.
2011-01-04;17:30:00;A1;KÃ¶ln;Dortmund;Burscheid;Wermelskirchen;Stau;7;Unfall
2011-01-04;17:30:00;A1;Dortmund;Euskirchen;Köln-Niehl;Köln-Lövenich;Stau;4;Baustelle
2011-01-04;17:30:00;A3;Oberhausen;Köln;Leverkusen-Opladen;Köln-Dellbrück;stockender Verkehr;6;Baustelle
2011-01-04;17:30:00;A2;Hannover;Dortmund;Hamm-Uentrop;Bönen;Stau;8;Baustelle
2011-01-04;17:30:00;A1;Osnabrück;Dortmund;Münster-Nord;Kreuz Münster-Süd;Stau;2;Dort ist der rechte Fahrstreifen gesperrt.
2011-01-04;17:30:00;A31;Gronau;Bottrop;Dorsten-West;Kirchhellen-Nord;Gefahr;NULL;Gefahr durch Fahrzeugteile auf der Fahrbahn.
2011-01-04;17:36:00;A1;KÃ¶ln;Dortmund;Burscheid;Wermelskirchen;Stau;8;Unfall


